"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"1","서울특별시 도봉구 방학동","731","0731","0000","한화성원아파트","84.9800","202508","12","48,500","-","12","개인","개인","1996","방학로11길 10","-","중개거래","서울 도봉구","-"
"2","서울특별시 강북구 수유동","48-8","0048","0008","수유프리미어엠","19.0000","202508","12","12,100","-","7","개인","개인","2016","덕릉로 76","-","중개거래","서울 강북구","-"
"3","서울특별시 마포구 망원동","521","0521","0000","마포한강아이파크","84.5800","202508","12","135,000","-","2","개인","개인","2019","희우정로 77","-","중개거래","서울 광진구","-"
"4","서울특별시 강서구 방화동","852","0852","0000","마곡중앙하이츠아파트","39.5800","202508","12","39,600","-","7","개인","개인","1994","양천로6길 28","-","중개거래","서울 강서구","-"
"5","서울특별시 노원구 공릉동","741","0741","0000","현대성우아파트","59.9800","202508","12","49,500","-","5","개인","개인","2000","공릉로27길 110","-","중개거래","서울 노원구","-"
"6","서울특별시 노원구 하계동","255-1","0255","0001","삼익선경","107.9500","202508","11","89,000","-","6","개인","개인","1993","노원로 214","-","중개거래","서울 노원구","-"
"7","서울특별시 도봉구 도봉동","87","0087","0000","삼환도봉","73.8900","202508","11","54,500","-","15","개인","개인","1987","도봉로180길 6-83","-","중개거래","서울 도봉구","-"
"8","서울특별시 노원구 공릉동","81","0081","0000","태강아파트(아이파크)","49.6000","202508","11","47,500","-","3","개인","개인","1999","공릉로34길 62","-","중개거래","서울 노원구","-"
"9","서울특별시 양천구 신정동","326","0326","0000","목동신시가지12","53.4600","202508","11","182,000","-","12","개인","개인","1988","목동동로 50","-","중개거래","경기 고양시 일산동구, 서울 양천구","-"
"10","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","59.5900","202508","11","162,000","-","5","개인","개인","2016","왕십리로 410","-","중개거래","서울 성동구","-"
"11","서울특별시 강동구 성내동","194","0194","0000","에스케이허브진","33.7100","202508","11","32,500","-","14","개인","개인","2004","천호대로 1092","-","중개거래","서울 강동구","-"
"12","서울특별시 도봉구 쌍문동","56","0056","0000","삼익세라믹","40.1100","202508","11","27,500","-","5","개인","개인","1988","해등로 195","-","중개거래","서울 노원구, 서울 도봉구","-"
"13","서울특별시 중랑구 신내동","437","0437","0000","벽산","59.7830","202508","11","50,000","-","15","개인","개인","2000","용마산로125길 50","-","중개거래","서울 중랑구","-"
"14","서울특별시 금천구 시흥동","266-2745","0266","2745","애시안아파트","58.0500","202508","11","36,000","-","2","개인","개인","2013","탑골로2길 55","-","중개거래","서울 금천구","-"
"15","서울특별시 강서구 가양동","1475","1475","0000","강변","39.6000","202508","11","59,900","-","3","개인","개인","1992","허준로 139","-","중개거래","서울 강서구","-"
"16","서울특별시 강서구 화곡동","923-10","0923","0010","남광쉐르빌(923-10)","31.8300","202508","11","17,000","-","8","개인","개인","2014","강서로7길 128","-","중개거래","서울 강서구","-"
"17","서울특별시 구로구 고척동","320","0320","0000","센츄리","84.5600","202508","11","49,500","-","1","개인","개인","1994","중앙로12길 12","-","중개거래","서울 구로구","-"
"18","서울특별시 송파구 가락동","21-6","0021","0006","가락쌍용(2차)","59.8800","202508","11","132,000","-","19","개인","개인","1999","송이로15길 31","-","중개거래","서울 송파구","-"
"19","서울특별시 양천구 신월동","1063","1063","0000","롯데캐슬","84.9840","202508","10","104,300","-","11","개인","개인","2014","중앙로29길 61","-","중개거래","서울 양천구","-"
"20","서울특별시 양천구 신월동","1077","1077","0000","목동센트럴아이파크위브3단지","84.9800","202508","10","113,200","-","16","개인","개인","2020","남부순환로83길 48","-","중개거래","서울 양천구","-"
"21","서울특별시 양천구 신정동","1323","1323","0000","목동힐스테이트","84.9300","202508","10","180,000","-","16","개인","개인","2016","중앙로36길 15","-","중개거래","서울 양천구","-"
"22","서울특별시 은평구 역촌동","50-24","0050","0024","디딤빌아파트","84.3200","202508","10","46,500","-","6","개인","개인","2000","갈현로 100","-","중개거래","서울 은평구","-"
"23","서울특별시 은평구 역촌동","50-24","0050","0024","디딤빌아파트","84.3200","202508","10","46,500","-","6","개인","개인","2000","갈현로 100","20250812","중개거래","서울 은평구","-"
"24","서울특별시 동대문구 전농동","10","0010","0000","전농SK","84.9500","202508","10","101,000","-","15","개인","개인","2000","사가정로 148","-","중개거래","서울 동대문구","-"
"25","서울특별시 영등포구 신길동","4958","4958","0000","보라매에스케이뷰","84.9800","202508","10","169,500","-","6","개인","개인","2020","여의대방로35가길 19","-","중개거래","서울 영등포구","-"
"26","서울특별시 성북구 삼선동2가","420","0420","0000","삼선현대힐스테이트","114.8600","202508","10","102,500","-","9","개인","개인","2009","낙산길 243-15","-","중개거래","서울 강동구","-"
"27","서울특별시 동대문구 답십리동","1013","1013","0000","래미안미드카운티","59.9800","202508","10","127,000","-","8","개인","개인","2019","답십리로 141","-","중개거래","서울 동대문구","-"
"28","서울특별시 중랑구 중화동","450","0450","0000","한신아파트상가동유치원동(103~109)","59.7600","202508","09","63,000","-","2","개인","개인","1998","동일로 752","-","중개거래","서울 중랑구","-"
"29","서울특별시 강북구 미아동","1357","1357","0000","삼각산아이원","84.7050","202508","09","70,500","-","9","개인","개인","2003","삼양로19길 113","-","중개거래","서울 강북구","-"
"30","서울특별시 강북구 번동","136","0136","0000","번동솔그린","59.8200","202508","09","43,300","-","18","개인","개인","1999","한천로109길 83","-","중개거래","서울 강북구, 서울 성북구","-"
"31","서울특별시 도봉구 쌍문동","725","0725","0000","쌍문동삼성래미안","114.9396","202508","09","87,500","-","12","개인","개인","2002","우이천로 328","-","중개거래","서울 도봉구","-"
"32","서울특별시 성북구 돈암동","1","0001","0000","돈암현대아파트","55.8900","202508","09","56,000","-","10","개인","개인","1991","정릉로 402","-","중개거래","서울 성북구","-"
"33","서울특별시 중랑구 신내동","783","0783","0000","성원","84.3200","202508","09","63,800","-","15","개인","개인","1994","신내로 51","-","중개거래","서울 중랑구","-"
"34","서울특별시 강북구 미아동","1357","1357","0000","삼각산아이원","59.7580","202508","09","64,900","-","9","개인","개인","2003","삼양로19길 113","-","중개거래","서울 강북구, 서울 노원구","-"
"35","서울특별시 중랑구 신내동","795","0795","0000","새한","84.4000","202508","09","59,500","-","1","개인","개인","1998","용마산로 616","-","중개거래","서울 중랑구","-"
"36","서울특별시 강북구 미아동","813","0813","0000","래미안트리베라1단지","84.9700","202508","09","87,000","-","8","개인","개인","2010","삼양로19길 25","-","중개거래","서울 강북구","-"
"37","서울특별시 강북구 미아동","1357","1357","0000","삼각산아이원","59.7580","202508","09","60,500","-","6","개인","개인","2003","삼양로19길 113","-","중개거래","서울 강북구","-"
"38","서울특별시 노원구 상계동","626","0626","0000","상계주공14(고층)","49.9400","202508","09","46,800","-","2","개인","개인","1989","동일로228길 23","-","중개거래","서울 노원구","-"
"39","서울특별시 노원구 중계동","512","0512","0000","중계무지개","59.2600","202508","09","59,500","-","9","개인","개인","1991","동일로208길 20","-","중개거래","서울 노원구","-"
"40","서울특별시 노원구 중계동","359-1","0359","0001","주공5","44.5200","202508","09","50,000","-","15","개인","개인","1992","중계로 230","-","중개거래","서울 노원구","-"
"41","서울특별시 노원구 상계동","1355","1355","0000","노원센트럴푸르지오","59.9960","202508","09","83,500","-","8","개인","개인","2021","수락산로 12","20250809","중개거래","서울 노원구","-"
"42","서울특별시 은평구 응암동","766","0766","0000","백련산파크자이","59.7890","202508","09","85,000","-","8","개인","개인","2021","백련산로 67","-","중개거래","서울 은평구","-"
"43","서울특별시 노원구 상계동","1355","1355","0000","노원센트럴푸르지오","59.9960","202508","09","83,500","-","8","개인","개인","2021","수락산로 12","-","중개거래","서울 노원구","-"
"44","서울특별시 노원구 상계동","639","0639","0000","보람아파트","68.9900","202508","09","60,400","-","13","개인","개인","1988","한글비석로 479","-","중개거래","서울 노원구, 서울 성북구","-"
"45","서울특별시 노원구 월계동","18","0018","0000","한진한화그랑빌","59.9400","202508","09","79,000","-","12","개인","개인","2002","마들로 31","-","중개거래","서울 노원구","-"
"46","서울특별시 노원구 공릉동","81","0081","0000","태강아파트(아이파크)","49.6000","202508","09","52,000","-","13","개인","개인","1999","공릉로34길 62","-","중개거래","서울 노원구","-"
"47","서울특별시 노원구 공릉동","81","0081","0000","태강아파트(아이파크)","49.6000","202508","09","51,000","-","7","개인","개인","1999","공릉로34길 62","-","중개거래","서울 노원구","-"
"48","서울특별시 서대문구 현저동","200","0200","0000","독립문극동(200-0)","84.8700","202508","09","119,500","-","11","개인","개인","1998","독립문공원길 17","-","중개거래","서울 동대문구, 서울 서대문구","-"
"49","서울특별시 은평구 신사동","140-1","0140","0001","미성","63.5300","202508","09","48,000","-","1","개인","개인","1987","증산로15길 35-10","-","중개거래","서울 은평구","-"
"50","서울특별시 송파구 문정동","1","0001","0000","문정래미안","150.5800","202508","09","169,000","-","1","개인","개인","2004","문정로 83","-","중개거래","서울 송파구","-"
"51","서울특별시 강동구 성내동","606","0606","0000","올림픽파크한양수자인","59.5500","202508","09","122,000","-","6","개인","개인","2016","성내로 80","-","중개거래","서울 강동구","-"
"52","서울특별시 강동구 길동","400","0400","0000","길동우성","40.3600","202508","09","54,000","-","1","개인","개인","1994","천호대로193길 37","-","중개거래","서울 강동구","-"
"53","서울특별시 양천구 신월동","1033","1033","0000","대성유니드","84.3000","202508","09","72,000","-","8","개인","개인","2004","신월로15길 21","-","중개거래","서울 양천구","-"
"54","서울특별시 서대문구 홍은동","464","0464","0000","북한산더샵","59.8990","202508","09","97,000","-","4","개인","개인","2017","통일로 510","-","중개거래","서울 서대문구","-"
"55","서울특별시 마포구 성산동","446","0446","0000","성산시영(선경)","50.5400","202508","09","115,000","-","8","개인","개인","1986","월드컵북로 235","-","중개거래","서울 마포구","-"
"56","서울특별시 양천구 신월동","500-21","0500","0021","리슈리안","50.3000","202508","09","43,500","-","4","개인","개인","2015","중앙로 311","-","중개거래","서울 양천구","-"
"57","서울특별시 구로구 구로동","685-222","0685","0222","주공1","73.6800","202508","09","80,500","-","11","개인","개인","1986","구일로4길 65","-","중개거래","서울 구로구","-"
"58","서울특별시 강서구 방화동","907","0907","0000","마곡우촌아파트","28.2900","202508","09","46,100","-","9","개인","법인","2022","금낭화로 36-5","-","직거래","-","-"
"59","서울특별시 구로구 개봉동","472","0472","0000","두산","59.6900","202508","09","50,800","-","10","개인","개인","1997","남부순환로95길 88","-","중개거래","서울 구로구","-"
"60","서울특별시 구로구 항동","241","0241","0000","한양수자인에듀힐즈","106.8765","202508","09","105,000","-","13","개인","개인","2019","항동로 42","-","중개거래","경기 부천시 소사구","-"
"61","서울특별시 구로구 구로동","642-33","0642","0033","현대의보아파트","82.7600","202508","09","52,000","-","12","개인","개인","1994","구일로8길 121","-","중개거래","서울 구로구","-"
"62","서울특별시 관악구 신림동","1694","1694","0000","신림현대","34.8600","202508","09","44,000","-","9","개인","개인","1993","신림로29길 8","-","중개거래","서울 관악구","-"
"63","서울특별시 관악구 신림동","1700","1700","0000","라이프","84.3800","202508","09","62,000","-","4","개인","개인","1996","문성로 86","20250812","중개거래","서울 관악구","-"
"64","서울특별시 동작구 신대방동","724","0724","0000","보라매자이더포레스트","59.9365","202508","09","130,000","-","17","개인","개인","2021","여의대방로22길 121","-","중개거래","서울 동작구","-"
"65","서울특별시 관악구 신림동","1700","1700","0000","라이프","84.3800","202508","09","62,000","-","4","개인","개인","1996","문성로 86","-","중개거래","서울 관악구","-"
"66","서울특별시 관악구 봉천동","1021","1021","0000","일두(1021)","57.6600","202508","09","51,000","-","6","개인","개인","1985","은천로39길 56","-","중개거래","서울 관악구","-"
"67","서울특별시 동작구 신대방동","713","0713","0000","롯데낙천대","80.2422","202508","09","103,000","-","4","개인","개인","2003","여의대방로10길 38","-","중개거래","서울 동작구","-"
"68","서울특별시 서초구 반포동","60-5","0060","0005","반포미도2차아파트","71.4900","202508","09","275,000","-","4","개인","개인","1989","사평대로 240","-","중개거래","서울 서초구, 서울 송파구","-"
"69","서울특별시 관악구 봉천동","1717","1717","0000","관악푸르지오","59.5800","202508","09","86,000","-","13","개인","개인","2004","관악로30길 27","-","중개거래","서울 관악구","-"
"70","서울특별시 성동구 옥수동","60","0060","0000","풍림아이원","84.7670","202508","09","190,000","-","4","개인","개인","2004","뚝섬로 51","-","중개거래","서울 성동구","-"
"71","서울특별시 성동구 하왕십리동","1070","1070","0000","센트라스","59.9900","202508","09","160,000","-","7","개인","개인","2016","왕십리로 410","-","중개거래","서울 동대문구","-"
"72","서울특별시 중구 만리동2가","273","0273","0000","서울역센트럴자이","59.9808","202508","09","169,000","-","19","개인","개인","2017","만리재로 175","-","중개거래","서울 중구","-"
"73","서울특별시 광진구 자양동","579","0579","0000","우성1","79.7500","202508","09","123,000","-","1","개인","개인","1988","뚝섬로 569","-","중개거래","서울 광진구","-"
"74","서울특별시 광진구 구의동","552-6","0552","0006","대성빌라트(552-6)","81.6900","202508","08","42,000","-","3","개인","개인","2000","영화사로15길 27","-","중개거래","서울 광진구","-"
"75","서울특별시 성동구 마장동","784","0784","0000","세림","84.9300","202508","08","127,000","-","6","개인","개인","1986","마장로42길 16","-","중개거래","서울 성동구","-"
"76","서울특별시 강동구 길동","400","0400","0000","길동우성","84.7500","202508","08","98,000","-","7","개인","개인","1994","천호대로193길 37","-","중개거래","서울 강동구","-"
"77","서울특별시 강동구 성내동","405-9","0405","0009","한솔애리즈","84.7400","202508","08","48,000","-","1","개인","개인","2010","양재대로95길 60","-","중개거래","서울 강동구","-"
"78","서울특별시 노원구 상계동","1410","1410","0000","노원롯데캐슬시그니처","59.9750","202508","08","87,500","-","12","개인","개인","2023","덕릉로 753","-","중개거래","서울 노원구","-"
"79","서울특별시 은평구 응암동","767","0767","0000","백련산에스케이뷰아이파크","84.9039","202508","08","105,000","-","12","개인","개인","2020","응암로30길 16","-","중개거래","서울 은평구","-"
"80","서울특별시 노원구 공릉동","683-14","0683","0014","한일휴니스빌","13.6200","202508","08","13,400","-","17","개인","개인","2013","화랑로 421","-","중개거래","서울 노원구","-"
"81","서울특별시 노원구 공릉동","707","0707","0000","시영2단지(라이프)아파트","39.6000","202508","08","35,000","-","11","개인","개인","1994","동일로198가길 149","-","중개거래","서울 노원구","-"
"82","서울특별시 성북구 길음동","1280-1","1280","0001","길음뉴타운3단지푸르지오","84.9700","202508","08","78,000","-","6","개인","개인","2005","길음로13길 39","-","중개거래","서울 성북구","-"
"83","서울특별시 강북구 번동","242","0242","0000","주공1단지","49.9400","202508","08","55,000","-","5","개인","개인","1991","한천로105길 23","-","중개거래","서울 강북구","-"
"84","서울특별시 중랑구 신내동","803","0803","0000","대성유니트","76.9400","202508","08","60,000","-","4","개인","개인","2005","봉화산로56길 140","-","중개거래","서울 동대문구, 서울 중랑구","-"
"85","서울특별시 성북구 정릉동","1033","1033","0000","우정에쉐르","84.9700","202508","08","63,000","-","12","개인","개인","2009","북악산로 742-12","-","중개거래","서울 성북구","-"
"86","서울특별시 성북구 돈암동","636","0636","0000","이수브라운스톤돈암","59.9900","202508","08","74,900","-","2","개인","개인","2004","북악산로 844","-","중개거래","서울 성북구","-"
"87","서울특별시 강북구 수유동","734","0734","0000","북한산네이처파크","59.4300","202508","08","38,000","-","3","개인","개인","2015","4.19로9길 17","-","중개거래","서울 강북구","-"
"88","서울특별시 동대문구 휘경동","365","0365","0000","휘경동일하이빌","110.5600","202508","08","56,700","-","3","개인","개인","2005","장안벚꽃로5길 10","-","직거래","-","-"
"89","서울특별시 강북구 미아동","1353","1353","0000","에스케이북한산시티","59.9800","202508","08","59,500","-","2","개인","개인","2004","솔샘로 174","-","중개거래","서울 강북구","-"
"90","서울특별시 강북구 미아동","1353","1353","0000","에스케이북한산시티","59.9800","202508","08","62,500","-","10","개인","개인","2004","솔샘로 174","-","중개거래","서울 강북구, 서울 성북구","-"
"91","서울특별시 강남구 수서동","746","0746","0000","까치마을","34.4400","202508","08","105,000","-","11","개인","개인","1993","광평로19길 10","-","중개거래","서울 강남구","-"
"92","서울특별시 관악구 신림동","1656","1656","0000","라이프미성","91.2400","202508","08","78,000","-","6","개인","개인","1982","조원로2길 13","-","중개거래","서울 관악구","-"
"93","서울특별시 서초구 반포동","551-42","0551","0042","효성빌라26동","152.9000","202508","08","220,000","-","4","개인","개인","2005","동광로49길 78","-","중개거래","서울 서초구","-"
"94","서울특별시 동작구 흑석동","340","0340","0000","롯데캐슬에듀포레","59.8718","202508","08","122,000","-","23","개인","개인","2018","서달로 123","20250811","직거래","-","-"
"95","서울특별시 동작구 흑석동","340","0340","0000","롯데캐슬에듀포레","59.8718","202508","08","144,500","-","23","개인","개인","2018","서달로 123","-","직거래","-","-"
"96","서울특별시 동작구 상도동","904","0904","0000","상도역롯데캐슬파크엘","74.9853","202508","08","164,700","-","20","개인","개인","2021","양녕로 220","-","중개거래","서울 동작구","-"
"97","서울특별시 관악구 봉천동","1708","1708","0000","두산","84.8700","202508","08","105,000","-","1","개인","개인","2000","봉천로 387","20250808","중개거래","서울 관악구","-"
"98","서울특별시 관악구 봉천동","1718","1718","0000","벽산블루밍","59.9900","202508","08","73,000","-","15","개인","개인","2005","은천로 93","-","중개거래","서울 관악구","-"
"99","서울특별시 관악구 신림동","1694","1694","0000","신림현대","59.8500","202508","08","58,500","-","7","개인","개인","1993","신림로29길 8","-","중개거래","서울 관악구","-"
"100","서울특별시 서대문구 남가좌동","385","0385","0000","DMC파크뷰자이1단지","84.9710","202508","08","134,000","-","17","개인","개인","2015","가재울미래로 2","-","중개거래","서울 서대문구, 서울 성동구","-"
"101","서울특별시 마포구 성산동","446","0446","0000","성산시영(대우)","50.0300","202508","08","115,000","-","5","개인","개인","1986","월드컵북로 235","-","중개거래","서울 강서구, 서울 마포구","-"
"102","서울특별시 양천구 신정동","314","0314","0000","목동신시가지8","54.9400","202508","08","181,000","-","15","개인","개인","1987","목동서로 280","-","중개거래","서울 양천구","-"
"103","서울특별시 금천구 시흥동","1011","1011","0000","우방","59.9100","202508","08","42,000","-","11","개인","개인","2002","금하로 750","-","중개거래","서울 금천구","-"
"104","서울특별시 구로구 개봉동","476","0476","0000","한마을","59.5700","202508","08","72,500","-","16","개인","개인","1999","경인로 382","-","중개거래","서울 구로구","-"
"105","서울특별시 영등포구 신길동","897-1","0897","0001","삼환","84.8400","202508","08","103,500","-","17","개인","개인","1997","여의대방로43나길 25","-","중개거래","서울 영등포구","-"
"106","서울특별시 구로구 구로동","97-2","0097","0002","순영웰라이빌2차","66.6300","202508","08","47,000","-","7","개인","개인","2005","가마산로 280","-","중개거래","서울 구로구","-"
"107","서울특별시 구로구 구로동","685-222","0685","0222","주공1","73.0800","202508","07","78,000","-","8","개인","법인","1986","구일로4길 65","-","중개거래","서울 구로구","-"
"108","서울특별시 구로구 구로동","685-222","0685","0222","주공1","73.6800","202508","07","83,000","-","5","개인","개인","1986","구일로4길 65","-","중개거래","서울 구로구","-"
"109","서울특별시 구로구 구로동","744-45","0744","0045","(744-45)","26.6100","202508","07","16,000","-","3","법인","법인","1997","구로동로18길 29-5","-","중개거래","서울 구로구","-"
"110","서울특별시 구로구 개봉동","478","0478","0000","한진","59.9500","202508","07","51,150","-","4","개인","개인","2000","개봉로3길 87","-","중개거래","서울 구로구","-"
"111","서울특별시 구로구 구로동","740-24","0740","0024","(740-24)","34.6000","202508","07","17,300","-","3","개인","법인","2000","구로동로12길 59-16","-","중개거래","서울 강서구, 서울 금천구","-"
"112","서울특별시 강서구 마곡동","748","0748","0000","마곡13단지힐스테이트마스터","84.9881","202508","07","146,500","-","6","개인","개인","2017","마곡중앙1로 71","-","중개거래","서울 강서구","-"
"113","서울특별시 구로구 개봉동","470","0470","0000","삼환","59.4000","202508","07","57,000","-","3","개인","개인","1995","남부순환로95길 54","-","중개거래","서울 구로구","-"
"114","서울특별시 영등포구 문래동3가","77-2","0077","0002","문래공원한신","58.9600","202508","07","99,000","-","5","개인","개인","1988","문래로20길 14","-","중개거래","서울 영등포구","-"
"115","서울특별시 구로구 구로동","740-24","0740","0024","(740-24)","34.6000","202508","07","17,300","-","3","개인","법인","2000","구로동로12길 59-16","20250808","중개거래","서울 금천구","-"
"116","서울특별시 강서구 방화동","852","0852","0000","마곡중앙하이츠아파트","51.0300","202508","07","56,000","-","4","개인","개인","1994","양천로6길 28","-","중개거래","서울 강서구","-"
"117","서울특별시 강서구 방화동","839","0839","0000","방화그린","39.7600","202508","07","42,000","-","15","개인","개인","1993","방화대로48길 40","-","중개거래","경기 김포시","-"
"118","서울특별시 강북구 미아동","813","0813","0000","래미안트리베라1단지","59.6000","202508","07","75,000","-","4","개인","개인","2010","삼양로19길 25","20250808","중개거래","서울 강북구","-"
"119","서울특별시 도봉구 방학동","507","0507","0000","우성아파트1","84.6900","202508","07","45,000","-","8","개인","개인","1992","해등로 286-5","-","중개거래","서울 강북구, 서울 도봉구","-"
"120","서울특별시 강동구 성내동","194","0194","0000","에스케이허브진","33.7100","202508","07","32,950","-","12","개인","개인","2004","천호대로 1092","-","중개거래","서울 강동구","-"
"121","서울특별시 동대문구 제기동","153","0153","0000","안암골벽산","116.6900","202508","07","88,000","-","4","개인","개인","2003","약령시로 25","-","중개거래","서울 동대문구","-"
"122","서울특별시 중구 인현동2가","192-30","0192","0030","인현상가/신성아파트","41.6200","202508","07","43,500","-","8","개인","개인","1968","마른내로 72","-","직거래","-","-"
"123","서울특별시 동대문구 용두동","39-1","0039","0001","청량리역한양수자인그라시엘","84.9700","202508","07","155,500","-","23","개인","개인","2023","고산자로32길 78","-","중개거래","서울 동대문구","-"
"124","서울특별시 은평구 응암동","577-7","0577","0007","아르지움주상복합","50.4200","202508","07","55,900","-","14","개인","개인","2024","응암로 217","-","직거래","-","-"
"125","서울특별시 노원구 상계동","720","0720","0000","상계주공6(고층)","41.3000","202508","07","48,500","-","9","개인","개인","1988","노해로 508","-","중개거래","서울 노원구","-"
"126","서울특별시 은평구 신사동","155-1","0155","0001","신성","82.7400","202508","07","54,500","-","6","개인","개인","1988","증산로15길 67-7","-","중개거래","서울 은평구","-"
"127","서울특별시 노원구 상계동","680","0680","0000","포레나노원","84.9014","202508","07","115,000","-","24","개인","개인","2020","노원로38길 76","-","중개거래","서울 노원구","-"
"128","서울특별시 노원구 상계동","463","0463","0000","상계신동아","84.9900","202508","07","57,300","-","11","개인","개인","1995","한글비석로52길 66","-","중개거래","서울 노원구","-"
"129","서울특별시 서대문구 연희동","746","0746","0000","연희웨스트팰리스","13.1200","202508","07","13,500","-","6","개인","개인","2014","연희로5길 54-11","-","중개거래","서울 서대문구","-"
"130","서울특별시 은평구 증산동","173-1","0173","0001","디오반","14.4600","202508","07","11,200","-","6","개인","개인","2011","증산로 291","-","직거래","-","-"
"131","서울특별시 은평구 응암동","771","0771","0000","e편한세상백련산","84.7200","202508","07","89,000","107","11","개인","개인","2022","백련산로 112","-","중개거래","서울 은평구","25.08.07"
"132","서울특별시 양천구 목동","935","0935","0000","진도1","59.8400","202508","07","125,000","-","9","개인","개인","1998","목동서로 264","-","중개거래","서울 양천구","-"
"133","서울특별시 서대문구 북가좌동","371-1","0371","0001","월드컵현대","59.7600","202508","07","78,500","-","11","개인","개인","1998","수색로 154","-","중개거래","서울 마포구, 서울 서대문구","-"
"134","서울특별시 양천구 신월동","987-1","0987","0001","신월시영","43.2000","202508","07","48,000","-","3","개인","개인","1988","신월로 99","-","중개거래","서울 양천구","-"
"135","서울특별시 양천구 목동","929","0929","0000","목동청구한신아파트","84.7700","202508","07","200,000","-","4","개인","개인","1997","목동서로2길 22","-","중개거래","서울 양천구","-"
"136","서울특별시 송파구 마천동","20","0020","0000","신동아","59.8800","202508","07","65,200","-","2","개인","개인","2001","성내천로21길 12","-","중개거래","서울 송파구","-"
"137","서울특별시 강남구 도곡동","965","0965","0000","중명하니빌","34.1000","202508","07","45,000","-","2","개인","개인","1997","남부순환로365길 5","-","중개거래","서울 강남구","-"
"138","서울특별시 송파구 가락동","96-1","0096","0001","우성","43.7900","202508","07","114,000","-","1","개인","개인","1986","송파대로32길 8","-","중개거래","서울 송파구","-"
"139","서울특별시 송파구 거여동","362","0362","0000","현대1차","84.8500","202508","07","105,000","-","13","개인","개인","1992","오금로54길 10","-","중개거래","서울 송파구","-"
"140","서울특별시 강동구 명일동","332","0332","0000","명일지에스아파트","59.7900","202508","07","86,500","-","12","개인","개인","1999","상암로51길 61","-","중개거래","서울 강동구","-"
"141","서울특별시 관악구 봉천동","1712","1712","0000","관악드림(동아)","59.8300","202508","07","87,000","-","16","개인","개인","2003","성현로 80","-","중개거래","서울 관악구","-"
"142","서울특별시 관악구 봉천동","1717","1717","0000","관악푸르지오","84.2000","202508","07","104,500","-","23","개인","개인","2004","관악로30길 27","-","중개거래","서울 관악구","-"
"143","서울특별시 관악구 봉천동","1717","1717","0000","관악푸르지오","59.5800","202508","07","85,000","-","8","개인","개인","2004","관악로30길 27","-","중개거래","서울 관악구, 서울 서대문구","-"
"144","서울특별시 관악구 봉천동","1719","1719","0000","관악동부센트레빌","59.7500","202508","07","88,000","-","2","개인","개인","2004","은천로33길 5","-","중개거래","서울 관악구","-"
"145","서울특별시 서초구 서초동","1757","1757","0000","서초그랑자이","119.4100","202508","07","470,000","-","27","개인","개인","2021","효령로 391","-","중개거래","서울 도봉구, 서울 서초구","-"
"146","서울특별시 동작구 상도동","431","0431","0000","래미안상도3차","84.9600","202508","07","138,500","-","3","개인","개인","2004","상도로53길 8","-","중개거래","서울 동작구","-"
"147","서울특별시 서초구 서초동","1445-14","1445","0014","더샵서초","152.9500","202508","06","260,000","-","18","개인","개인","2006","서초중앙로2길 21","-","중개거래","서울 서초구","-"
"148","서울특별시 서초구 반포동","70-1","0070","0001","한신서래","147.6700","202508","06","251,000","3","3","개인","개인","1987","사평대로28길 31","-","직거래","-","25.08.06"
"149","서울특별시 영등포구 대림동","1127","1127","0000","e편한세상영등포아델포레","59.9680","202508","06","109,800","-","9","개인","개인","2020","신길로 29","-","중개거래","서울 영등포구","-"
"150","서울특별시 동작구 노량진동","57-1","0057","0001","메가스터디타워","16.0100","202508","06","16,700","-","20","개인","개인","2015","노량진로 140","-","중개거래","서울 동작구","-"
"151","서울특별시 동작구 신대방동","717","0717","0000","신동아파밀리에","112.0580","202508","06","127,000","-","6","개인","개인","2005","여의대방로10길 100","-","중개거래","서울 동작구","-"
"152","서울특별시 관악구 신림동","1695","1695","0000","동부","50.5700","202508","06","60,500","-","13","개인","개인","1993","신원로 26","-","중개거래","서울 관악구","-"
"153","서울특별시 동대문구 전농동","10","0010","0000","전농SK","84.9500","202508","06","95,500","-","21","개인","개인","2000","사가정로 148","-","중개거래","서울 동대문구","-"
"154","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","29,100","-","4","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"155","서울특별시 동대문구 답십리동","990","0990","0000","두산","59.9600","202508","06","76,000","-","16","개인","개인","2000","답십리로56길 21","-","중개거래","서울 동대문구","-"
"156","서울특별시 동대문구 답십리동","1015","1015","0000","답십리엘림퍼스트","52.7678","202508","06","64,700","-","2","개인","개인","2020","전농로3길 20","-","중개거래","서울 동대문구","-"
"157","서울특별시 강북구 미아동","1357","1357","0000","삼각산아이원","59.7580","202508","06","60,500","-","6","개인","개인","2003","삼양로19길 113","20250809","중개거래","서울 강북구","-"
"158","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","30,200","-","14","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
"159","서울특별시 성북구 종암동","83-3","0083","0003","종암라온프라이빗","21.8567","202508","06","30,200","-","13","공공기관","법인","2025","종암로21길 47","-","직거래","-","-"
