"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"42630","서울특별시 중구 순화동","151","0151","0000","순화동더샵","84.9900","202502","22","110,000","-","18","개인","개인","2007","칠패로 27","20250328","중개거래","서울 중구","-"
"42631","서울특별시 광진구 구의동","631-1","0631","0001","현대프라임","59.8200","202502","22","122,000","3","17","개인","개인","1997","광나루로56길 29","-","중개거래","서울 광진구","25.05.15"
"42632","서울특별시 광진구 구의동","631-1","0631","0001","현대프라임","59.8200","202502","22","119,700","1","10","개인","개인","1997","광나루로56길 29","-","중개거래","서울 광진구","25.05.02"
"42633","서울특별시 광진구 구의동","587-54","0587","0054","구의현대7단지현대홈타운","59.9700","202502","22","98,000","703","7","개인","개인","1997","구의강변로3가길 39","-","중개거래","서울 광진구","25.04.10"
"42634","서울특별시 광진구 구의동","631-1","0631","0001","현대프라임","59.8200","202502","22","121,000","8","23","개인","개인","1997","광나루로56길 29","-","중개거래","서울 송파구","25.05.30"
"42635","서울특별시 광진구 구의동","59-1","0059","0001","스타파크","53.3900","202502","22","79,500","-","10","개인","개인","2022","천호대로 700","-","중개거래","서울 광진구","25.06.02"
"42636","서울특별시 광진구 구의동","631-1","0631","0001","현대프라임","84.9900","202502","22","152,800","2","6","개인","개인","1997","광나루로56길 29","-","중개거래","서울 광진구","25.05.30"
"42637","서울특별시 광진구 중곡동","699","0699","0000","욱현하이브Ⅲ","15.6900","202502","22","14,200","-","5","개인","개인","2012","용마산로1길 7","-","중개거래","서울 광진구","25.03.14"
"42638","서울특별시 성동구 금호동1가","633","0633","0000","벽산","84.8200","202502","22","125,400","-","11","개인","개인","2001","금호로 100","20250306","중개거래","서울 성동구","-"
"42639","서울특별시 성동구 금호동1가","1823","1823","0000","이편한세상금호파크힐스","84.9320","202502","22","185,000","113","13","개인","개인","2019","금호로 140","-","중개거래","서울 동대문구, 서울 성동구","25.06.04"
"42640","서울특별시 성동구 금호동1가","633","0633","0000","벽산","84.8200","202502","22","125,400","206","11","개인","개인","2001","금호로 100","-","중개거래","서울 성동구","25.04.22"
"42641","서울특별시 성동구 금호동1가","1823","1823","0000","이편한세상금호파크힐스","84.9570","202502","22","187,000","101","10","개인","개인","2019","금호로 140","-","중개거래","서울 성동구","25.04.30"
"42642","서울특별시 성동구 금호동2가","1215","1215","0000","금호자이1차","84.9800","202502","22","140,500","101","1","개인","개인","2012","금호로 117","-","중개거래","서울 성동구","25.05.19"
"42643","서울특별시 성동구 금호동2가","1","0001","0000","신금호파크자이","59.9800","202502","22","152,500","-","15","개인","개인","2016","금호로 173","20250225","중개거래","서울 성동구","-"
"42644","서울특별시 성동구 금호동2가","1","0001","0000","신금호파크자이","59.9800","202502","22","152,500","104","15","개인","개인","2016","금호로 173","-","중개거래","서울 성동구","25.06.19"
"42645","서울특별시 성동구 금호동2가","1215","1215","0000","금호자이1차","117.1800","202502","22","184,000","-","14","개인","개인","2012","금호로 117","-","중개거래","서울 성동구","-"
"42646","서울특별시 노원구 월계동","13","0013","0000","미성","50.1400","202502","22","66,000","15","13","개인","개인","1986","마들로 59","-","중개거래","서울 노원구","25.05.12"
"42647","서울특별시 노원구 중계동","358-2","0358","0002","주공4","59.3900","202502","22","60,400","-","3","개인","개인","1991","덕릉로76길 29","20250515","중개거래","서울 노원구","-"
"42648","서울특별시 노원구 중계동","360-15","0360","0015","건영3","84.9000","202502","22","114,500","307","2","개인","개인","1995","노원로22길 71","-","중개거래","서울 노원구","25.05.07"
"42649","서울특별시 노원구 중계동","588","0588","0000","양지마을(대림)2","84.8400","202502","22","83,000","207","1","개인","개인","1999","덕릉로73길 28","-","중개거래","서울 노원구","25.04.30"
"42650","서울특별시 노원구 중계동","505","0505","0000","경남","74.2000","202502","22","72,800","5","14","개인","개인","1989","섬밭로 265","-","중개거래","서울 노원구","25.04.21"
"42651","서울특별시 노원구 중계동","505","0505","0000","상아","84.9700","202502","22","80,500","14","4","개인","개인","1989","섬밭로 265","-","중개거래","서울 노원구","25.04.10"
"42652","서울특별시 노원구 중계동","502-1","0502","0001","중계그린1단지","59.8700","202502","22","51,000","119","1","개인","개인","1990","섬밭로 285","-","중개거래","서울 노원구","25.05.28"
"42653","서울특별시 노원구 중계동","505","0505","0000","상아","84.9700","202502","22","81,000","12","8","개인","개인","1989","섬밭로 265","-","중개거래","서울 도봉구","25.07.18"
"42654","서울특별시 노원구 상계동","670","0670","0000","상계주공9(고층)","49.9400","202502","22","50,000","915","3","개인","개인","1988","노원로 532","-","중개거래","서울 노원구","25.05.13"
"42655","서울특별시 노원구 상계동","765","0765","0000","상계주공1(고층)","60.5000","202502","22","56,000","122","5","개인","개인","1988","덕릉로 459-21","-","중개거래","서울 노원구","25.05.13"
"42656","서울특별시 노원구 상계동","639","0639","0000","보람아파트","68.9900","202502","22","56,500","207","11","개인","개인","1988","한글비석로 480","-","중개거래","서울 노원구","25.04.21"
"42657","서울특별시 노원구 상계동","749-5","0749","0005","상계주공4(고층)","32.3900","202502","22","32,700","407","4","개인","개인","1988","동일로214길 21","-","중개거래","서울 노원구","25.04.11"
"42658","서울특별시 노원구 상계동","695","0695","0000","대림","93.7500","202502","22","88,500","1","4","개인","개인","1988","동일로221길 22","-","중개거래","서울 노원구","25.04.11"
"42659","서울특별시 노원구 상계동","1255","1255","0000","은빛1단지","59.9500","202502","22","49,300","102","1","개인","개인","1998","동일로245길 162","-","중개거래","서울 노원구","25.03.28"
"42660","서울특별시 노원구 상계동","1304","1304","0000","대망드림힐1","84.4909","202502","22","69,300","101","4","개인","개인","2003","동일로242라길 27","-","중개거래","서울 노원구","25.03.28"
"42661","서울특별시 노원구 상계동","451","0451","0000","한신2차","45.9200","202502","22","32,500","6","3","개인","개인","1988","한글비석로48길 6","-","중개거래","서울 노원구","25.03.27"
"42662","서울특별시 노원구 상계동","670","0670","0000","상계주공9(고층)","49.9400","202502","22","50,000","-","3","개인","개인","1988","노원로 532","20250327","중개거래","서울 노원구","-"
"42663","서울특별시 노원구 상계동","647","0647","0000","상계주공12(고층)","49.9400","202502","22","48,000","1202","6","개인","개인","1988","한글비석로 530","-","중개거래","서울 강남구, 서울 노원구","25.05.29"
"42664","서울특별시 노원구 상계동","691","0691","0000","상계주공7(고층)","59.3900","202502","22","62,800","720","2","개인","개인","1988","상계로1길 92","-","중개거래","서울 노원구","25.05.26"
"42665","서울특별시 노원구 상계동","330-29","0330","0029","소담빌","14.6500","202502","22","10,000","-","3","개인","개인","2014","노해로85길 10-55","-","중개거래","서울 노원구","25.03.14"
"42666","서울특별시 노원구 상계동","1255","1255","0000","은빛1단지","49.7700","202502","22","41,000","-","9","개인","개인","1998","동일로245길 162","-","중개거래","서울 노원구","-"
"42667","서울특별시 노원구 상계동","695","0695","0000","대림","93.7500","202502","22","88,500","-","4","개인","개인","1988","동일로221길 22","20250226","중개거래","서울 노원구","-"
"42668","서울특별시 은평구 불광동","641","0641","0000","북한산현대힐스테이트3차아파트","59.9900","202502","22","73,000","3102","2","개인","개인","2010","불광로 122-10","-","중개거래","서울 은평구","25.03.28"
"42669","서울특별시 은평구 불광동","641","0641","0000","북한산현대힐스테이트3차아파트","59.9900","202502","22","77,500","3206","9","개인","개인","2010","불광로 122-10","-","중개거래","서울 은평구","25.04.25"
"42670","서울특별시 은평구 불광동","641","0641","0000","북한산현대힐스테이트3차아파트","84.9600","202502","22","89,000","3205","5","개인","개인","2010","불광로 122-10","-","중개거래","서울 관악구, 서울 은평구","25.04.25"
"42671","서울특별시 은평구 구산동","382","0382","0000","갈현현대","59.9400","202502","22","42,900","101","14","개인","개인","1998","서오릉로21길 36","-","중개거래","서울 은평구","25.05.20"
"42672","서울특별시 은평구 구산동","162-1","0162","0001","경향파크","84.0600","202502","22","44,800","2","9","개인","개인","1989","갈현로15길 53","-","중개거래","서울 은평구","25.04.25"
"42673","서울특별시 은평구 응암동","769","0769","0000","녹번역e편한세상캐슬","59.9600","202502","22","106,500","-","6","개인","개인","2021","은평로 220","20250306","중개거래","서울 은평구","-"
"42674","서울특별시 은평구 응암동","769","0769","0000","녹번역e편한세상캐슬","59.9600","202502","22","106,500","-","6","개인","개인","2021","은평로 220","-","중개거래","서울 은평구","-"
"42675","서울특별시 은평구 응암동","769","0769","0000","녹번역e편한세상캐슬","59.9600","202502","22","106,300","132","11","개인","개인","2021","은평로 220","-","중개거래","서울 은평구","25.05.02"
"42676","서울특별시 노원구 하계동","271-3","0271","0003","극동","70.5600","202502","22","63,700","3","11","개인","개인","1988","섬밭로 229","-","중개거래","서울 노원구","25.05.16"
"42677","서울특별시 노원구 하계동","288","0288","0000","하계2현대","75.3500","202502","22","76,000","203","2","개인","개인","1997","노원로18길 19","-","중개거래","서울 노원구","25.04.30"
"42678","서울특별시 노원구 하계동","270","0270","0000","우성","84.9100","202502","22","102,000","111","6","개인","개인","1988","섬밭로 232","-","중개거래","서울 노원구","25.04.25"
"42679","서울특별시 노원구 하계동","284","0284","0000","청구","70.6900","202502","22","73,000","5","13","개인","개인","1988","공릉로 351","-","중개거래","서울 노원구, 충남 아산시","25.06.30"
"42680","서울특별시 노원구 하계동","271-3","0271","0003","건영","65.4300","202502","22","63,000","-","11","개인","개인","1988","섬밭로 229","20250610","중개거래","서울 노원구","-"
"42681","서울특별시 노원구 하계동","271-3","0271","0003","건영","53.1400","202502","22","49,000","7","14","개인","개인","1988","섬밭로 229","-","중개거래","서울 노원구","25.05.30"
"42682","서울특별시 노원구 하계동","271-3","0271","0003","극동","70.5600","202502","22","61,000","3","1","개인","개인","1988","섬밭로 229","-","중개거래","서울 노원구","25.05.30"
"42683","서울특별시 노원구 하계동","273","0273","0000","장미(시영6)","39.7800","202502","22","44,800","-","5","개인","개인","1989","섬밭로 196","-","중개거래","서울 노원구","-"
"42684","서울특별시 노원구 하계동","271-3","0271","0003","건영","65.4300","202502","22","63,000","8","11","개인","개인","1988","섬밭로 229","-","중개거래","서울 노원구","25.07.28"
"42685","서울특별시 은평구 역촌동","81-17","0081","0017","태경맨션","77.1300","202502","22","35,150","-","2","개인","개인","2004","갈현로4길 23-1","-","중개거래","서울 은평구","25.05.16"
"42686","서울특별시 은평구 진관동","60","0060","0000","은평뉴타운솔하임","14.2350","202502","22","14,950","103동","16","개인","개인","2017","통일로 1080","-","중개거래","서울 은평구","25.04.04"
"42687","서울특별시 노원구 공릉동","707","0707","0000","시영2단지(라이프)아파트","49.5000","202502","22","49,500","201","13","개인","개인","1994","동일로198가길 149","-","중개거래","서울 노원구","25.04.30"
"42688","서울특별시 노원구 공릉동","707","0707","0000","시영2단지(라이프)아파트","49.5000","202502","22","45,500","204","10","개인","개인","1994","섬밭로 156","-","중개거래","서울 노원구","25.04.22"
"42689","서울특별시 노원구 공릉동","758","0758","0000","태릉해링턴플레이스","59.9800","202502","22","83,500","106","10","개인","개인","2022","공릉로34길 86","-","중개거래","서울 노원구","25.06.30"
"42690","서울특별시 노원구 공릉동","715","0715","0000","시영3차(라이프)아파트","34.4400","202502","22","33,000","304","9","개인","개인","1994","섬밭로 123","-","중개거래","서울 노원구, 서울 송파구","25.03.31"
"42691","서울특별시 노원구 공릉동","749","0749","0000","공릉2신도브래뉴아파트","84.4800","202502","22","68,000","101","12","개인","개인","2002","동일로193길 7","-","중개거래","서울 노원구","25.07.14"
"42692","서울특별시 노원구 공릉동","81","0081","0000","태강아파트(아이파크)","49.6000","202502","22","47,500","1016","8","개인","개인","1999","공릉로34길 62","-","중개거래","서울 노원구, 서울 중랑구","25.05.16"
"42693","서울특별시 서대문구 냉천동","261","0261","0000","돈의문센트레빌","59.9800","202502","22","119,000","204","2","개인","개인","2011","독립문로14길 33","-","중개거래","서울 서대문구, 서울 서초구","25.05.07"
"42694","서울특별시 서대문구 천연동","145","0145","0000","천연뜨란채","55.8200","202502","22","83,300","109","6","개인","개인","2006","독립문로8길 54","-","중개거래","서울 서대문구","25.03.18"
"42695","서울특별시 서대문구 천연동","145","0145","0000","천연뜨란채","57.7800","202502","22","85,000","110","5","개인","개인","2006","독립문로8길 54","-","중개거래","서울 서대문구","25.06.20"
"42696","서울특별시 서대문구 북아현동","1011","1011","0000","신촌푸르지오","34.7529","202502","22","75,500","-","14","개인","개인","2015","북아현로1길 50","-","중개거래","서울 동대문구, 서울 서대문구","-"
"42697","서울특별시 서대문구 북아현동","1009","1009","0000","두산","59.9600","202502","22","83,300","104","2","개인","개인","1999","이화여대8길 62","-","중개거래","서울 서대문구","25.03.07"
"42698","서울특별시 서대문구 북아현동","1009","1009","0000","두산","59.9600","202502","22","87,000","104","2","개인","개인","1999","이화여대8길 62","-","중개거래","서울 서대문구","25.05.09"
"42699","서울특별시 서대문구 북아현동","1017","1017","0000","힐스테이트신촌","84.9557","202502","22","158,000","101","8","개인","개인","2020","이화여대8길 123","-","중개거래","서울 서대문구","25.05.12"
"42700","서울특별시 서대문구 북아현동","1011","1011","0000","신촌푸르지오","84.9953","202502","22","161,700","204","7","개인","개인","2015","북아현로1길 50","-","중개거래","서울 서대문구","25.05.15"
"42701","서울특별시 노원구 월계동","322-1","0322","0001","성원(사슴4)","49.9200","202502","22","47,500","406","8","개인","개인","1995","마들로3길 37","-","중개거래","서울 노원구","25.04.30"
"42702","서울특별시 노원구 월계동","13","0013","0000","미성","50.1400","202502","22","67,000","10","10","개인","개인","1986","마들로 59","-","중개거래","서울 노원구","25.04.23"
"42703","서울특별시 노원구 월계동","13","0013","0000","미성","50.1400","202502","22","65,800","-","8","개인","개인","1986","마들로 59","20250411","중개거래","서울 노원구","-"
"42704","서울특별시 노원구 월계동","924","0924","0000","초안2","49.6000","202502","22","35,750","-","3","개인","개인","1997","우이천로 102","-","중개거래","서울 강북구","-"
"42705","서울특별시 노원구 월계동","13","0013","0000","미성","50.1400","202502","22","65,800","15","8","개인","개인","1986","마들로 59","-","중개거래","서울 노원구","25.05.16"
"42706","서울특별시 서대문구 홍제동","132-5","0132","0005","에이원","58.6600","202502","22","62,000","-","6","개인","개인","2015","홍제원길 45","-","중개거래","서울 서대문구","25.05.26"
"42707","서울특별시 서대문구 홍제동","461","0461","0000","홍제삼성래미안","60.0000","202502","22","68,000","103","3","개인","개인","2001","통일로 319","-","중개거래","서울 서대문구","25.06.05"
"42708","서울특별시 서대문구 홍제동","82","0082","0000","홍제한양","60.0600","202502","22","73,000","108","9","개인","개인","1993","통일로25길 30","-","중개거래","서울 서대문구","25.03.28"
"42709","서울특별시 서대문구 홍제동","473","0473","0000","홍제센트럴IPARK","59.9837","202502","22","111,000","111","15","개인","개인","2020","통일로 395","-","중개거래","서울 서대문구","25.06.20"
"42710","서울특별시 서대문구 홍제동","459","0459","0000","홍제원현대(459-0)","59.9300","202502","22","75,000","112","11","개인","개인","2000","통일로34길 43","-","중개거래","서울 서대문구","25.06.23"
"42711","서울특별시 서대문구 홍제동","463","0463","0000","문화촌현대","59.9400","202502","22","63,000","104","17","개인","개인","2002","문화촌길 6-24","-","중개거래","서울 서대문구, 서울 은평구","25.05.08"
"42712","서울특별시 서대문구 대현동","144","0144","0000","신촌럭키","59.7000","202502","22","83,500","106","13","개인","개인","1999","이화여대길 50-12","-","중개거래","서울 서대문구","25.06.02"
"42713","서울특별시 도봉구 도봉동","30-1","0030","0001","한신","84.9400","202502","22","62,500","111","3","개인","개인","1995","마들로 859-19","-","중개거래","서울 도봉구","25.05.07"
"42714","서울특별시 서대문구 홍은동","469","0469","0000","e편한세상홍제가든플라츠","59.9860","202502","22","97,000","105","20","개인","개인","2023","통일로 505","-","중개거래","서울 서대문구","25.04.28"
"42715","서울특별시 서대문구 홍은동","202-5","0202","0005","현대(1,2차)","73.9800","202502","22","71,700","102","9","개인","개인","1988","연희로 377","-","중개거래","서울 노원구, 서울 마포구","25.05.09"
"42716","서울특별시 도봉구 창동","810","0810","0000","신창","49.7700","202502","22","34,500","105","13","개인","개인","1998","덕릉로62길 13","-","중개거래","서울 도봉구","25.05.07"
"42717","서울특별시 도봉구 창동","30","0030","0000","창동주공18단지","59.3900","202502","22","54,000","1806","15","개인","개인","1988","노해로70길 119","-","중개거래","서울 도봉구","25.06.30"
"42718","서울특별시 도봉구 창동","38","0038","0000","주공17단지","36.1600","202502","22","30,900","1706","3","개인","개인","1989","덕릉로66길 17","-","중개거래","서울 도봉구","25.04.15"
"42719","서울특별시 도봉구 창동","347","0347","0000","창동주공3단지(해등마을)","49.9400","202502","22","54,000","301동","10","개인","개인","1991","해등로 50","-","중개거래","서울 도봉구","25.05.30"
"42720","서울특별시 송파구 문정동","1","0001","0000","문정래미안","84.9600","202502","22","150,000","127","10","개인","개인","2004","문정로 83","-","중개거래","경기 안양시 동안구, 서울 송파구","25.06.05"
"42721","서울특별시 송파구 잠실동","35","0035","0000","트리지움","59.8800","202502","22","221,000","305","17","개인","개인","2007","잠실로 62","-","중개거래","서울 송파구","25.05.02"
"42722","서울특별시 송파구 잠실동","35","0035","0000","트리지움","84.8300","202502","22","260,000","336","26","개인","개인","2007","잠실로 62","-","중개거래","서울 송파구","25.04.30"
"42723","서울특별시 송파구 잠실동","19","0019","0000","잠실엘스","84.9700","202502","22","305,000","106","7","개인","개인","2008","올림픽로 99","-","중개거래","서울 송파구","25.04.30"
"42724","서울특별시 송파구 잠실동","19","0019","0000","잠실엘스","59.9600","202502","22","247,000","152","7","개인","개인","2008","올림픽로 99","-","중개거래","서울 송파구","25.06.30"
"42725","서울특별시 송파구 잠실동","27","0027","0000","주공아파트 5단지","76.5000","202502","22","312,700","508","3","개인","개인","1978","송파대로 567","-","중개거래","서울 송파구","25.05.30"
"42726","서울특별시 송파구 잠실동","27","0027","0000","주공아파트 5단지","76.5000","202502","22","315,700","525","13","개인","법인","1978","송파대로 567","-","중개거래","서울 송파구","25.05.29"
"42727","서울특별시 송파구 잠실동","35","0035","0000","트리지움","59.8800","202502","22","245,000","304","24","개인","개인","2007","잠실로 62","-","중개거래","서울 송파구","25.07.31"
"42728","서울특별시 송파구 잠실동","44","0044","0000","레이크팰리스","59.9700","202502","22","223,000","103","16","개인","개인","2006","잠실로 88","-","중개거래","서울 송파구","25.05.21"
"42729","서울특별시 송파구 잠실동","44","0044","0000","레이크팰리스","59.9700","202502","22","220,000","-","29","개인","개인","2006","잠실로 88","-","중개거래","서울 송파구","-"
"42730","서울특별시 송파구 잠실동","27","0027","0000","주공아파트 5단지","82.6100","202502","22","281,000","519","13","개인","개인","1978","송파대로 567","-","중개거래","서울 송파구","25.05.19"
"42731","서울특별시 송파구 신천동","17","0017","0000","파크리오","84.9000","202502","22","230,000","313","5","개인","개인","2008","올림픽로 435","-","중개거래","서울 송파구","25.05.16"
"42732","서울특별시 송파구 신천동","17","0017","0000","파크리오","35.2400","202502","22","102,000","101","12","개인","개인","2008","올림픽로 435","-","중개거래","서울 송파구","25.05.20"
"42733","서울특별시 송파구 신천동","17","0017","0000","파크리오","59.9500","202502","22","213,800","204","21","개인","개인","2008","올림픽로 435","-","중개거래","서울 송파구","25.05.28"
"42734","서울특별시 송파구 신천동","17","0017","0000","파크리오","84.7900","202502","22","256,000","112","27","개인","개인","2008","올림픽로 435","-","중개거래","서울 송파구","25.05.28"
"42735","서울특별시 송파구 신천동","17","0017","0000","파크리오","84.7900","202502","22","250,000","115","10","개인","개인","2008","올림픽로 435","-","중개거래","서울 송파구","25.05.30"
"42736","서울특별시 송파구 신천동","17","0017","0000","파크리오","59.9500","202502","22","220,000","119","15","개인","개인","2008","올림픽로 435","-","중개거래","서울 송파구","25.06.09"
"42737","서울특별시 송파구 신천동","17","0017","0000","파크리오","35.2400","202502","22","100,500","101","14","개인","개인","2008","올림픽로 435","-","중개거래","서울 송파구","25.04.11"
"42738","서울특별시 송파구 신천동","17","0017","0000","파크리오","84.7900","202502","22","245,000","212","14","개인","개인","2008","올림픽로 435","-","중개거래","서울 송파구","25.06.23"
"42739","서울특별시 송파구 신천동","17","0017","0000","파크리오","84.7900","202502","22","250,000","305","32","개인","개인","2008","올림픽로 435","-","중개거래","서울 송파구","25.05.02"
"42740","서울특별시 송파구 풍납동","511","0511","0000","송파현대힐스테이트","124.1900","202502","22","118,000","202","1","개인","개인","2006","풍성로26길 31","-","중개거래","서울 송파구","25.06.04"
"42741","서울특별시 송파구 풍납동","510","0510","0000","신성노바빌아파트","59.7800","202502","22","89,000","101","5","개인","개인","2000","한가람로 468","-","중개거래","서울 서초구, 서울 송파구","25.06.05"
"42742","서울특별시 송파구 풍납동","401-1","0401","0001","쌍용","84.8500","202502","22","118,000","103","16","개인","개인","1994","올림픽로47길 12","-","중개거래","서울 송파구","25.04.10"
"42743","서울특별시 송파구 풍납동","219","0219","0000","미성","116.9650","202502","22","121,500","5","3","개인","개인","1985","풍성로 14","-","중개거래","서울 송파구","25.05.09"
"42744","서울특별시 송파구 풍납동","511","0511","0000","송파현대힐스테이트","84.9900","202502","22","114,000","201","10","개인","개인","2006","풍성로26길 31","-","중개거래","서울 송파구","25.05.15"
"42745","서울특별시 강남구 도곡동","161","0161","0000","삼성","54.8100","202502","22","164,000","3","3","개인","개인","1994","남부순환로379길 14","-","중개거래","서울 강남구","25.05.09"
"42746","서울특별시 강남구 도곡동","967","0967","0000","경남","59.7600","202502","22","167,000","104","16","개인","개인","2005","논현로 209","-","중개거래","서울 강남구","25.04.18"
"42747","서울특별시 강남구 도곡동","967","0967","0000","경남","114.9600","202502","22","238,000","103","15","개인","개인","2005","논현로 209","-","중개거래","서울 강남구","25.06.25"
"42748","서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","114.9931","202502","22","395,000","402","3","개인","개인","2006","선릉로 221","-","중개거래","서울 강남구","25.05.30"
"42749","서울특별시 강남구 도곡동","967","0967","0000","경남","84.9400","202502","22","197,000","-","5","개인","개인","2005","논현로 209","-","중개거래","서울 강남구","-"
"42750","서울특별시 송파구 송파동","243","0243","0000","래미안송파파인탑","71.5800","202502","22","170,000","102","2","개인","개인","2012","오금로32길 31","-","중개거래","서울 송파구","25.05.20"
"42751","서울특별시 송파구 송파동","166","0166","0000","가락삼익맨숀","84.8280","202502","22","170,000","201","4","개인","개인","1984","오금로32길 5","-","중개거래","서울 송파구","25.04.23"
"42752","서울특별시 송파구 송파동","119","0119","0000","한양아파트","105.5200","202502","22","165,000","5","10","개인","개인","1983","가락로 187","-","중개거래","서울 송파구","25.04.30"
"42753","서울특별시 송파구 송파동","164","0164","0000","금강KCC","84.3300","202502","22","121,000","101","14","개인","개인","2003","송이로 27-1","-","중개거래","서울 송파구","25.05.07"
"42754","서울특별시 송파구 석촌동","224-3","0224","0003","서원파인뷰(102동)","84.9600","202502","22","81,000","102","6","개인","개인","2003","송파대로37길 120","-","중개거래","서울 송파구","25.06.12"
"42755","서울특별시 송파구 가락동","913","0913","0000","헬리오시티","84.9900","202502","22","240,000","-","22","개인","개인","2018","송파대로 345","-","중개거래","서울 송파구","-"
"42756","서울특별시 송파구 가락동","478","0478","0000","송파동부쎈트레빌","84.9800","202502","22","140,000","-","1","개인","개인","2004","송파대로37길 29","20250222","중개거래","서울 송파구","-"
"42757","서울특별시 송파구 가락동","913","0913","0000","헬리오시티","84.9900","202502","22","239,500","112","29","개인","개인","2018","송파대로 345","-","중개거래","서울 송파구","25.05.27"
"42758","서울특별시 송파구 가락동","913","0913","0000","헬리오시티","99.6000","202502","22","260,000","410","4","개인","개인","2018","송파대로 345","-","중개거래","서울 송파구","25.05.26"
"42759","서울특별시 송파구 가락동","140","0140","0000","가락(1차)쌍용아파트","59.9200","202502","22","122,000","303","4","개인","개인","1997","동남로 193","-","중개거래","서울 송파구","25.05.30"
"42760","서울특별시 송파구 가락동","166-10","0166","0010","진넥스베르디엠","59.9918","202502","22","82,000","-","6","개인","개인","2017","동남로 234","-","중개거래","경기 평택시, 서울 송파구","25.05.30"
"42761","서울특별시 송파구 가락동","913","0913","0000","헬리오시티","84.9600","202502","22","239,000","505","8","개인","개인","2018","송파대로 345","-","중개거래","서울 송파구","25.06.02"
"42762","서울특별시 송파구 가락동","165","0165","0000","래미안파크팰리스","59.9680","202502","22","157,800","106","5","개인","개인","2007","동남로 225","-","중개거래","서울 송파구","25.06.02"
"42763","서울특별시 송파구 가락동","192","0192","0000","극동","120.4000","202502","22","171,000","3","11","개인","개인","1984","동남로18길 9","-","중개거래","서울 송파구","25.06.02"
"42764","서울특별시 송파구 가락동","913","0913","0000","헬리오시티","39.1200","202502","22","141,500","506","18","개인","개인","2018","송파대로 345","-","중개거래","서울 송파구","25.07.15"
"42765","서울특별시 송파구 가락동","165","0165","0000","래미안파크팰리스","59.9680","202502","22","156,000","101","5","개인","개인","2007","동남로 225","-","중개거래","경기 성남시 분당구, 서울 송파구","25.06.05"
"42766","서울특별시 송파구 가락동","478","0478","0000","송파동부쎈트레빌","84.9800","202502","22","140,000","101","1","개인","개인","2004","송파대로37길 29","-","중개거래","서울 송파구","25.06.12"
"42767","서울특별시 송파구 가락동","96-1","0096","0001","우성","58.4600","202502","22","120,000","-","1","개인","개인","1986","송파대로32길 8","20250331","중개거래","서울 송파구","-"
"42768","서울특별시 송파구 가락동","140","0140","0000","가락(1차)쌍용아파트","59.9200","202502","22","117,800","202","3","개인","개인","1997","동남로 193","-","중개거래","서울 송파구","25.05.07"
"42769","서울특별시 송파구 가락동","96-1","0096","0001","우성","43.7900","202502","22","94,000","8","4","개인","개인","1986","송파대로32길 8","-","중개거래","서울 송파구","25.05.09"
"42770","서울특별시 송파구 가락동","913","0913","0000","헬리오시티","84.9900","202502","22","242,500","417","15","개인","개인","2018","송파대로 345","-","중개거래","서울 송파구","25.05.15"
"42771","서울특별시 송파구 가락동","96-1","0096","0001","우성","58.4600","202502","22","120,000","1","1","개인","개인","1986","송파대로32길 8","-","중개거래","서울 송파구","25.05.15"
"42772","서울특별시 송파구 가락동","140","0140","0000","가락(1차)쌍용아파트","59.9200","202502","22","124,000","502","13","개인","개인","1997","동남로 193","-","중개거래","서울 송파구","25.05.16"
"42773","서울특별시 강남구 수서동","746","0746","0000","까치마을","34.4400","202502","22","90,000","1002","8","개인","개인","1993","광평로19길 10","-","중개거래","서울 강남구, 서울 서초구","25.04.21"
"42774","서울특별시 강남구 수서동","712","0712","0000","수서한아름","129.4500","202502","22","224,500","101","1","개인","개인","1993","광평로51길 22","-","중개거래","서울 강남구","25.06.24"
"42775","서울특별시 강남구 수서동","747","0747","0000","삼성","84.9700","202502","22","210,000","105","15","개인","개인","1997","광평로31길 27","-","중개거래","서울 강남구","25.06.20"
"42776","서울특별시 강남구 수서동","747","0747","0000","삼성","84.9700","202502","22","199,500","111","13","개인","개인","1997","광평로31길 27","-","중개거래","서울 강남구","25.06.04"
"42777","서울특별시 강남구 수서동","736","0736","0000","신동아","39.5300","202502","22","117,000","702","3","개인","개인","1992","광평로47길 17","-","중개거래","서울 강남구","25.03.21"
"42778","서울특별시 강남구 수서동","746","0746","0000","까치마을","34.4400","202502","22","85,000","1005","5","개인","개인","1993","광평로19길 10","-","중개거래","서울 강남구","25.03.14"
"42779","서울특별시 강남구 일원동","718","0718","0000","샘터마을","134.4380","202502","22","284,000","101","13","개인","개인","1994","일원로 120","-","중개거래","서울 강남구","25.05.15"
"42780","서울특별시 강남구 일원동","741","0741","0000","래미안 개포 루체하임","59.9700","202502","22","243,000","112","11","개인","개인","2018","개포로110길 50","-","중개거래","서울 강남구","25.05.15"
"42781","서울특별시 강남구 일원동","741","0741","0000","래미안 개포 루체하임","84.9700","202502","22","283,000","106","17","개인","개인","2018","개포로110길 50","-","중개거래","서울 강남구","25.05.15"
